Date,Adj Close,Close,High,Low,Open,Volume
1962-01-02,0.00016743444044756676,0.0009745399095571843,0.0010475392828805797,0.0011201826041030796,0.0009617780508642797,0.005879499275538672
1962-01-03,0.0001530688087683898,0.0008940652293434655,0.0008966324095171152,0.0009846713897351225,0.0009083499794746595,0.012068445881368852
1962-01-04,0.00015785922014799287,0.0009208995359965672,0.0009232626995649175,0.0010479174275897234,0.0008905404864608438,0.006188946605830181
1962-01-05,0.00014349353707010368,0.000840424855782848,0.0009410164971814404,0.0009756381909794194,0.0009083499794746595,0.010830656560202816
1962-01-08,0.00013710991980715503,0.0008046643338946525,0.0007900962133775488,0.0008807827807622024,0.0008014795688814753,0.015781813844866963
1962-01-09,0.00014828117291924592,0.0008672448379273183,0.0008611109974666596,0.0009214389984452042,0.0007925748223745681,0.0071172885967047085
1962-01-10,0.0001514728273545835,0.0008851250988714168,0.0009099408493208022,0.0009756381909794194,0.0008549076402710964,0.01237789321166036
1962-01-11,0.00015785922014799287,0.0009208995359965672,0.0008966324095171152,0.0010117705724699663,0.0008727171332849129,0.004332262624081127
1962-01-12,0.0001530688087683898,0.0008940652293434655,0.0008966324095171152,0.0010027377872465276,0.0009083499794746595,0.0064983939361216905
1962-01-15,0.00014668524290415336,0.0008583051167269456,0.0008611109974666596,0.0009937045884908253,0.0008727171332849129,0.004332262624081127
1962-01-16,0.000135514298184336,0.0007957242034226037,0.0008256038086105959,0.0009349819732964175,0.0008370985549091079,0.008355077917870744
1962-01-17,0.00011636318940193025,0.000688443047029693,0.0007723424157610264,0.000831107424420443,0.00078367007586766,0.012068445881368852
1962-01-18,0.00010439278911191099,0.0006213853155066854,0.0006835736308669011,0.0007497949890544367,0.000676813525436591,0.020732971129531107
1962-01-19,0.0001227468066648775,0.0007242033642820499,0.0007013274284834239,0.000794960776066818,0.0006411808830727576,0.011140103890494324
1962-01-22,0.000127534596710158,0.0007510237556981971,0.000736835023716471,0.000831107424420443,0.0007124323076383087,0.008045630587579235
1962-01-23,0.00011476510064092259,0.0006794892059565263,0.0007190812260999481,0.0008220603723339262,0.0007302418006521257,0.005570051945247163
1962-01-24,0.00010838096939085143,0.0006437286840683307,0.0006658200364388698,0.0007226953927873298,0.0006678951225934818,0.020423523799239597
1962-01-25,0.0001035933849404213,0.0006169082926521835,0.0006746967320586401,0.0007588279810440074,0.0006322761365658495,0.012068445881368852
1962-01-26,9.720997327232174e-05,0.0005811479753998266,0.000594791232343858,0.0007046289952759243,0.0006055618970451249,0.012068445881368852
1962-01-29,9.720997327232174e-05,0.0005811479753998266,0.0005681607391075654,0.0007136621940316262,0.0005699431148434076,0.0018566839817490545
1962-01-30,9.48148960793008e-05,0.0005677310267091125,0.0005859145367240882,0.0007091387713714335,0.0005699431148434076,0.012068445881368852
1962-01-31,0.00011795901661959828,0.000697382972865904,0.0006746967320586401,0.0007226953927873298,0.0005699431148434076,0.013615682532826398
1962-02-01,0.0001227468066648775,0.0007242033642820499,0.0007545886181445022,0.0008672400126771207,0.0007124323076383087,0.010830656560202816
1962-02-02,0.00012913042392782604,0.0007599638861702455,0.000736835023716471,0.0008130271735782221,0.0007124323076383087,0.008664525248162252
1962-02-05,0.00012913042392782604,0.0007599638861702455,0.000736835023716471,0.000876273211432823,0.000748051293665941,0.0024755786423320725
1962-02-06,0.00012115097944720947,0.0007152632338100011,0.000736835023716471,0.0008582068139214184,0.000748051293665941,0.004951157284664145
1962-02-07,0.0001243427880786838,0.0007331434947540983,0.0007102043272916854,0.0008582068139214184,0.0007035275611314007,0.0009283419908745271
1962-02-08,0.00012593887228991312,0.0007420836252261484,0.000736835023716471,0.0008401404164100142,0.0007213370541452164,0.005570051945247163
1962-02-09,0.00012913042392782604,0.0007599638861702455,0.000736835023716471,0.0008672400126771207,0.0007302418006521257,0.0052606046149556536
1962-02-12,0.0001243427880786838,0.0007331434947540983,0.0007457117193362408,0.000876273211432823,0.000748051293665941,0.0018566839817490545
1962-02-13,0.0001243427880786838,0.0007331434947540983,0.0007279581249082095,0.000876273211432823,0.0007213370541452164,0.0046417099543726355
1962-02-14,0.00011316927342325456,0.0006705490754844762,0.0007102043272916854,0.0008130271735782221,0.0007213370541452164,0.0046417099543726355
1962-02-15,0.00010997725919693126,0.0006526688145403795,0.0006746967320586401,0.000794960776066818,0.0006589903760865728,0.0046417099543726355
1962-02-16,0.00010997725919693126,0.0006526688145403795,0.0006924505296751625,0.000794960776066818,0.0006411808830727576,0.00897397257845376
1962-02-19,0.00011955510083082912,0.0007063231033379524,0.0006835736308669011,0.0008220603723339262,0.0006678951225934818,0.0021661313120405635
1962-02-20,0.00011636318940193025,0.000688443047029693,0.0006924505296751625,0.0008220603723339262,0.0006946228146244931,0.0030944733029150905
1962-02-21,0.00011316927342325456,0.0006705490754844762,0.0006924505296751625,0.0008130271735782221,0.000676813525436591,0.004951157284664145
1962-02-23,0.00010678565616030602,0.0006347885535962824,0.0006924505296751625,0.0007768943785554133,0.0006589903760865728,0.007736183257287726
